6636,0.00,0.06,0.94,-48.44,16.67,-27.26,5.53,0.69,206.07
6646,-0.02,0.02,0.99,-77.43,23.92,-30.83,3.48,1.30,205.66
6656,-0.04,-0.04,1.04,-101.17,23.63,-36.81,1.39,1.58,205.06
6666,-0.04,-0.08,1.09,-119.13,19.08,-44.77,-0.65,1.59,204.29
6676,-0.05,-0.12,1.12,-128.03,12.32,-56.05,-2.43,1.43,203.28
6686,-0.04,-0.15,1.10,-126.90,3.01,-71.54,-3.79,1.00,201.97
6696,-0.03,-0.17,1.09,-121.34,-4.92,-84.76,-4.92,0.51,200.62
6706,-0.01,-0.20,1.06,-105.94,-6.27,-97.20,-5.48,0.23,199.17
6716,0.02,-0.26,1.03,-88.69,-4.50,-111.59,-5.79,0.05,197.48
6726,0.04,-0.27,0.99,-69.87,0.20,-134.17,-5.84,-0.04,195.23
6736,0.03,-0.25,0.99,-51.55,7.48,-155.75,-5.72,0.13,192.78
6746,0.01,-0.18,1.00,-37.03,14.87,-167.27,-5.42,0.41,190.62
6756,0.01,-0.10,1.03,-29.07,15.82,-167.23,-5.29,0.43,188.94
6766,-0.02,-0.05,1.00,-25.28,1.17,-155.51,-5.30,-0.17,187.91
6776,-0.11,0.00,0.93,-22.24,-1.64,-141.60,-5.34,-0.28,187.07
6786,-0.11,0.03,0.95,-18.59,8.67,-122.73,-5.28,0.23,186.55
6796,-0.10,0.03,0.94,-18.18,11.54,-103.77,-5.34,0.48,186.25
6806,-0.09,0.01,0.92,-22.60,6.19,-84.53,-5.66,0.40,186.19
6816,-0.08,0.01,0.90,-27.95,2.37,-67.34,-6.06,0.34,186.22
6826,-0.06,0.01,0.90,-33.30,1.75,-52.36,-6.50,0.29,186.29
6836,-0.04,-0.01,0.92,-37.33,3.56,-38.94,-6.93,0.38,186.43
6846,-0.04,-0.02,0.96,-39.78,2.52,-26.83,-7.31,0.42,186.64
6856,-0.03,-0.03,0.99,-37.61,0.47,-15.00,-7.49,0.33,186.98
6866,-0.02,-0.05,1.05,-32.54,-3.15,-4.25,-7.52,0.15,187.38
6876,0.01,-0.08,1.09,-22.63,-11.15,4.56,-7.40,-0.33,187.83
6886,0.03,-0.12,1.10,-12.18,-19.08,10.48,-7.19,-0.87,188.24
6896,0.05,-0.16,1.11,-0.57,-27.02,11.14,-6.83,-1.49,188.45
6906,0.03,-0.17,1.07,9.08,-32.70,10.58,-6.45,-1.96,188.60
6916,0.02,-0.18,1.06,16.44,-34.09,9.78,-6.11,-2.32,188.71
6926,0.02,-0.17,1.07,19.89,-34.30,10.48,-5.87,-2.58,188.88
6936,0.04,-0.17,1.08,17.75,-34.21,14.06,-5.82,-3.00,189.20
6946,0.04,-0.16,1.03,12.02,-30.88,17.94,-6.05,-3.08,189.56
6956,0.03,-0.16,1.01,3.76,-19.92,22.04,-6.45,-2.73,189.92
6966,0.02,-0.16,1.01,-2.69,-8.40,24.86,-6.80,-2.21,190.24
6976,0.01,-0.17,1.02,-6.52,-0.58,27.24,-7.11,-1.78,190.57
6986,0.02,-0.17,1.03,-5.93,-2.18,29.48,-7.27,-1.86,190.96
6996,0.03,-0.17,1.03,-2.96,-10.74,29.90,-7.28,-2.34,191.34
7006,0.02,-0.17,1.03,2.81,-25.84,28.96,-7.12,-3.09,191.70
7016,0.01,-0.19,1.02,9.47,-39.35,28.12,-6.88,-3.93,192.06
7026,0.02,-0.21,0.99,15.48,-48.48,25.96,-6.62,-4.76,192.34
7036,0.03,-0.22,0.94,18.86,-53.19,22.38,-6.42,-5.45,192.52
7046,0.03,-0.22,0.92,18.59,-51.71,18.46,-6.36,-5.86,192.61
7056,0.04,-0.21,0.89,14.74,-47.42,15.05,-6.49,-6.16,192.66
7066,0.05,-0.21,0.86,6.04,-40.28,10.34,-6.88,-6.31,192.61
7076,0.06,-0.21,0.86,-2.60,-30.27,4.66,-7.34,-6.20,192.43
7086,0.04,-0.20,0.88,-9.65,-16.40,-5.38,-7.70,-5.77,191.92
7096,0.03,-0.19,0.95,-8.16,-7.78,-13.39,-7.69,-5.45,191.44
7106,0.05,-0.18,1.02,-5.98,-2.90,-18.67,-7.52,-5.29,191.01
7116,0.05,-0.17,1.06,-0.25,-3.07,-25.80,-7.16,-5.31,190.47
7126,0.05,-0.16,1.11,10.36,-9.68,-33.33,-6.52,-5.65,189.87
7136,0.04,-0.14,1.11,18.09,-21.00,-39.91,-5.93,-6.27,189.28
7146,0.03,-0.13,1.11,20.95,-30.04,-44.76,-5.51,-6.88,188.70
7156,0.02,-0.13,1.09,13.86,-35.03,-47.04,-5.61,-7.38,188.19
7166,0.03,-0.13,1.08,0.33,-36.05,-46.86,-6.15,-7.72,187.78
7176,0.05,-0.15,1.11,-19.58,-33.31,-44.88,-7.21,-7.95,187.45
7186,0.08,-0.16,1.16,-37.13,-29.82,-44.60,-8.33,-8.14,187.05
7196,0.11,-0.19,1.23,-47.05,-27.54,-48.68,-9.23,-8.41,186.44
7206,0.12,-0.20,1.29,-48.71,-27.72,-55.42,-9.71,-8.72,185.68
7216,0.14,-0.21,1.31,-40.37,-32.97,-65.24,-9.73,-9.37,184.74
7226,0.13,-0.20,1.30,-29.36,-41.69,-74.92,-9.34,-10.23,183.72
7236,0.09,-0.16,1.28,-14.44,-54.03,-81.21,-8.66,-11.32,182.80
7246,0.06,-0.10,1.21,-3.42,-65.96,-80.86,-8.04,-12.48,182.15
7256,0.08,-0.04,1.15,-8.47,-69.21,-69.30,-8.18,-13.32,182.01
7266,0.11,-0.03,1.11,-21.20,-68.29,-54.55,-8.82,-13.95,182.13
7276,0.13,-0.03,1.10,-37.53,-69.48,-42.80,-9.78,-14.65,182.27
7286,0.16,-0.03,1.11,-51.53,-84.07,-35.83,-10.79,-16.03,182.42
7296,0.18,-0.03,1.11,-59.18,-107.64,-31.95,-11.65,-18.01,182.64
7306,0.21,-0.03,1.10,-57.57,-142.00,-31.57,-12.14,-20.79,182.90
7316,0.23,-0.04,1.06,-48.73,-175.12,-31.97,-12.29,-23.89,183.20
7326,0.29,-0.05,0.95,-35.06,-201.30,-32.11,-12.25,-27.05,183.57
7336,0.35,-0.09,0.80,-23.05,-215.89,-31.95,-12.20,-29.90,183.91
7346,0.38,-0.14,0.64,-14.66,-211.93,-35.50,-12.05,-31.99,183.86
7356,0.39,-0.17,0.55,-11.27,-196.00,-43.67,-11.81,-33.52,183.34
7366,0.41,-0.17,0.56,-8.23,-175.71,-56.02,-11.29,-34.73,182.38
7376,0.41,-0.17,0.57,-6.26,-164.08,-65.96,-10.83,-36.06,181.46
7386,0.41,-0.17,0.55,-5.78,-162.24,-68.90,-10.62,-37.77,180.90
7396,0.40,-0.19,0.50,-8.55,-159.54,-66.22,-10.73,-39.38,180.63
7406,0.40,-0.20,0.45,-17.46,-153.50,-54.74,-11.51,-40.72,180.92
7416,0.40,-0.21,0.41,-27.47,-146.96,-40.65,-12.67,-41.91,181.55
7426,0.41,-0.22,0.39,-35.09,-140.04,-25.92,-13.98,-42.98,182.41
7436,0.47,-0.24,0.39,-36.70,-129.90,-12.93,-15.08,-43.82,183.31
7446,0.55,-0.25,0.42,-34.89,-117.87,-3.63,-15.93,-44.47,184.08
7456,0.63,-0.27,0.46,-31.35,-107.15,-1.44,-16.43,-45.15,184.49
7466,0.69,-0.29,0.47,-26.56,-99.30,-3.26,-16.69,-45.90,184.68
7476,0.72,-0.30,0.48,-21.60,-93.44,-7.80,-16.77,-46.70,184.69
7486,0.72,-0.31,0.48,-16.99,-88.85,-12.20,-16.81,-47.50,184.67
7496,0.71,-0.32,0.47,-11.06,-84.36,-14.93,-16.76,-48.25,184.70
7506,0.71,-0.33,0.46,-4.90,-79.24,-14.62,-16.76,-48.89,184.87
7516,0.71,-0.34,0.45,0.44,-70.95,-10.55,-16.88,-49.27,185.23
7526,0.73,-0.35,0.46,4.76,-60.89,-5.70,-17.04,-49.45,185.64
7536,0.75,-0.36,0.48,9.14,-49.59,-1.54,-17.11,-49.47,186.01
7546,0.76,-0.37,0.48,13.29,-39.99,1.66,-17.13,-49.48,186.34
7556,0.76,-0.35,0.46,17.52,-32.43,2.69,-16.99,-49.54,186.54
7566,0.77,-0.35,0.42,21.17,-27.16,1.53,-16.72,-49.68,186.60
7576,0.79,-0.37,0.36,22.49,-23.09,-2.45,-16.36,-49.87,186.44
7586,0.79,-0.35,0.31,20.47,-14.50,-10.56,-15.76,-49.88,185.77
7596,0.79,-0.31,0.29,18.84,-2.30,-17.99,-14.99,-49.64,184.90
7606,0.79,-0.28,0.28,17.03,14.97,-22.68,-14.23,-49.02,183.99
7616,0.79,-0.26,0.29,14.74,34.02,-24.90,-13.53,-48.13,183.12
7626,0.78,-0.24,0.29,9.31,55.90,-24.27,-13.12,-46.87,182.36
7636,0.75,-0.23,0.29,0.91,78.02,-22.54,-12.97,-45.36,181.66
7646,0.71,-0.24,0.31,-10.08,102.59,-19.99,-13.11,-43.47,180.99
7656,0.68,-0.25,0.33,-20.99,125.70,-18.27,-13.34,-41.40,180.26
7666,0.65,-0.25,0.36,-29.99,150.15,-18.53,-13.48,-39.07,179.34
7676,0.63,-0.25,0.40,-36.01,169.73,-20.04,-13.53,-36.79,178.35
7686,0.61,-0.26,0.44,-43.70,178.84,-23.75,-13.77,-34.81,177.34
7696,0.59,-0.22,0.48,-52.27,183.20,-28.24,-13.88,-33.01,176.14
7706,0.52,-0.17,0.56,-53.59,183.42,-30.19,-13.88,-31.23,175.14
7716,0.46,-0.15,0.61,-55.05,180.64,-27.21,-14.10,-29.54,174.46
7726,0.42,-0.14,0.64,-55.68,175.80,-21.25,-14.43,-27.93,174.02
