10763,0.08,0.18,0.97,-1.69,-2.89,3.86,10.79,-5.07,195.06
10773,0.08,0.18,0.96,-1.53,-2.46,3.32,10.67,-5.06,195.08
10783,0.08,0.18,0.96,-0.97,-2.60,3.17,10.58,-5.06,195.11
10793,0.08,0.17,0.96,-0.49,-2.89,2.99,10.48,-5.07,195.13
10803,0.08,0.17,0.97,0.09,-3.36,3.12,10.39,-5.11,195.17
10813,0.08,0.17,0.97,0.25,-3.60,2.95,10.29,-5.13,195.19
10823,0.08,0.17,0.98,0.10,-3.54,2.88,10.22,-5.08,195.22
10833,0.08,0.17,0.98,-0.02,-2.92,2.53,10.30,-5.01,195.22
10843,0.08,0.17,0.97,0.02,-2.45,2.29,10.27,-4.91,195.23
10853,0.08,0.17,0.97,0.47,-2.41,2.02,10.26,-4.82,195.24
10863,0.08,0.17,0.97,0.59,-2.55,2.11,10.25,-4.74,195.26
10873,0.08,0.18,0.97,0.76,-2.75,2.01,10.37,-4.83,195.26
10883,0.08,0.18,0.97,0.87,-2.76,2.00,10.46,-4.78,195.27
10893,0.08,0.18,0.97,0.92,-2.52,1.99,10.37,-4.84,195.30
10903,0.08,0.18,0.97,0.64,-2.31,1.94,10.31,-4.96,195.32
10913,0.08,0.18,0.96,0.58,-2.27,1.95,10.33,-4.87,195.33
10923,0.08,0.18,0.96,0.75,-2.41,2.11,10.39,-5.01,195.35
10933,0.08,0.17,0.96,0.89,-2.65,2.41,10.34,-4.95,195.38
10943,0.08,0.18,0.97,0.94,-2.75,2.36,10.24,-4.98,195.41
10953,0.08,0.18,0.97,0.88,-2.36,2.18,10.36,-5.01,195.41
10963,0.08,0.18,0.97,0.89,-2.02,1.92,10.26,-5.08,195.43
10973,0.08,0.18,0.97,0.63,-2.02,1.52,10.28,-4.98,195.42
10983,0.08,0.18,0.97,0.46,-1.86,1.33,10.24,-4.89,195.43
10993,0.08,0.18,0.97,-0.04,-1.57,1.32,10.32,-4.93,195.43
11003,0.08,0.18,0.97,-0.46,-1.33,1.34,10.27,-4.82,195.45
11013,0.08,0.18,0.97,-1.02,-1.24,1.32,10.31,-4.74,195.45
11023,0.08,0.17,0.97,-1.25,-1.38,1.49,10.19,-4.84,195.48
11033,0.09,0.18,0.97,-1.27,-1.20,1.31,10.26,-4.92,195.47
11043,0.09,0.18,0.97,-0.78,-0.79,0.96,10.22,-5.02,195.48
11053,0.09,0.17,0.97,-0.43,-0.64,0.62,10.12,-5.00,195.48
11063,0.08,0.17,0.98,-0.43,-0.56,0.32,10.02,-4.94,195.48
11073,0.08,0.17,0.98,-0.05,-0.40,-0.11,10.02,-4.82,195.46
11083,0.08,0.17,0.97,0.33,-0.26,-0.33,10.15,-4.81,195.44
11093,0.08,0.17,0.97,0.47,-0.05,-0.40,10.08,-4.88,195.44
11103,0.09,0.17,0.97,0.30,0.06,-0.42,10.11,-4.98,195.44
11113,0.09,0.17,0.96,0.08,0.13,-0.49,10.16,-5.07,195.42
11123,0.09,0.17,0.96,-0.01,0.28,-0.26,10.08,-5.14,195.44
11133,0.09,0.17,0.96,-0.12,0.06,-0.04,9.98,-5.09,195.45
11143,0.08,0.17,0.96,-0.06,-0.32,0.23,9.89,-5.05,195.47
11153,0.08,0.17,0.97,-0.30,-0.47,0.45,9.83,-4.96,195.49
11163,0.08,0.17,0.97,-1.05,-0.52,0.35,9.70,-4.89,195.49
11173,0.08,0.17,0.97,-1.36,-0.62,0.38,9.67,-4.79,195.50
11183,0.08,0.16,0.97,-1.20,-0.75,0.47,9.66,-4.69,195.50
11193,0.07,0.16,0.96,-0.70,-1.14,0.39,9.68,-4.60,195.50
11203,0.07,0.16,0.96,-0.05,-1.79,0.56,9.72,-4.53,195.50
11213,0.07,0.17,0.97,0.48,-2.50,0.73,9.84,-4.53,195.50
11223,0.07,0.17,0.97,0.89,-2.78,0.46,9.98,-4.57,195.48
11233,0.07,0.17,0.97,1.02,-2.73,0.16,10.11,-4.56,195.45
11243,0.08,0.17,0.97,1.14,-2.56,-0.02,10.24,-4.57,195.43
11253,0.08,0.17,0.97,1.18,-2.34,-0.05,10.14,-4.60,195.44
11263,0.08,0.17,0.96,1.23,-2.41,0.14,10.05,-4.58,195.45
11273,0.08,0.17,0.96,1.13,-2.64,0.38,9.96,-4.56,195.47
11283,0.07,0.17,0.97,1.20,-2.90,0.67,9.90,-4.52,195.48
